2070-01-01,0.50
2070-01-02,0.67
2070-01-03,0.21
2070-01-04,0.31
2070-01-05,0.26
2070-01-06,0.63
2070-01-07,-0.29
2070-01-08,-0.21
2070-01-09,-0.52
2070-01-10,-0.42
2070-01-11,0.09
2070-01-12,1.54
2070-01-13,1.82
2070-01-14,1.26
2070-01-15,0.96
2070-01-16,0.63
2070-01-17,-0.10
2070-01-18,0.53
2070-01-19,0.55
2070-01-20,0.52
2070-01-21,0.02
2070-01-22,-0.10
2070-01-23,0.14
2070-01-24,0.33
2070-01-25,0.64
2070-01-26,0.55
2070-01-27,0.62
2070-01-28,1.78
2070-01-29,2.78
2070-01-30,3.63
2070-01-31,4.39
2070-02-01,3.62
2070-02-02,3.61
2070-02-03,3.65
2070-02-04,4.02
2070-02-05,5.14
2070-02-06,4.74
2070-02-07,4.47
2070-02-08,3.79
2070-02-09,3.52
2070-02-10,4.81
2070-02-11,4.99
2070-02-12,3.53
2070-02-13,3.58
2070-02-14,4.97
2070-02-15,5.28
2070-02-16,5.09
2070-02-17,5.47
2070-02-18,5.44
2070-02-19,4.01
2070-02-20,4.31
2070-02-21,4.69
2070-02-22,3.89
2070-02-23,3.96
2070-02-24,4.40
2070-02-25,5.33
2070-02-26,5.52
2070-02-27,5.20
2070-02-28,5.86
2070-03-01,7.27
2070-03-02,9.80
2070-03-03,9.07
2070-03-04,7.65
2070-03-05,7.64
2070-03-06,8.30
2070-03-07,7.02
2070-03-08,7.55
2070-03-09,7.76
2070-03-10,7.25
2070-03-11,7.97
2070-03-12,7.70
2070-03-13,8.07
2070-03-14,8.28
2070-03-15,7.85
2070-03-16,7.41
2070-03-17,7.48
2070-03-18,7.52
2070-03-19,8.95
2070-03-20,8.15
2070-03-21,7.90
2070-03-22,8.11
2070-03-23,8.84
2070-03-24,8.46
2070-03-25,7.43
2070-03-26,5.90
2070-03-27,5.23
2070-03-28,6.12
2070-03-29,5.48
2070-03-30,6.56
2070-03-31,7.31
2070-04-01,7.22
2070-04-02,7.43
2070-04-03,7.18
2070-04-04,7.73
2070-04-05,7.28
2070-04-06,8.66
2070-04-07,9.88
2070-04-08,9.91
2070-04-09,10.36
2070-04-10,10.42
2070-04-11,10.28
2070-04-12,9.34
2070-04-13,10.92
2070-04-14,10.50
2070-04-15,10.46
2070-04-16,10.61
2070-04-17,10.94
2070-04-18,10.45
2070-04-19,9.21
2070-04-20,9.69
2070-04-21,11.31
2070-04-22,11.45
2070-04-23,11.61
2070-04-24,11.28
2070-04-25,11.54
2070-04-26,11.15
2070-04-27,10.32
2070-04-28,10.40
2070-04-29,10.38
2070-04-30,11.45
2070-05-01,10.11
2070-05-02,9.87
2070-05-03,9.71
2070-05-04,10.46
2070-05-05,9.26
2070-05-06,9.20
2070-05-07,11.55
2070-05-08,11.63
2070-05-09,10.11
2070-05-10,10.33
2070-05-11,11.57
2070-05-12,11.68
2070-05-13,11.87
2070-05-14,11.50
2070-05-15,12.02
2070-05-16,13.29
2070-05-17,11.34
2070-05-18,12.48
2070-05-19,13.58
2070-05-20,13.50
2070-05-21,13.22
2070-05-22,14.01
2070-05-23,14.14
2070-05-24,13.55
2070-05-25,13.33
2070-05-26,12.32
2070-05-27,12.43
2070-05-28,13.21
2070-05-29,13.62
2070-05-30,13.95
2070-05-31,13.39
2070-06-01,12.92
2070-06-02,12.64
2070-06-03,12.51
2070-06-04,13.18
2070-06-05,14.27
2070-06-06,14.78
2070-06-07,14.41
2070-06-08,15.28
2070-06-09,15.87
2070-06-10,17.96
2070-06-11,18.93
2070-06-12,17.92
2070-06-13,16.95
2070-06-14,17.86
2070-06-15,18.28
2070-06-16,19.87
2070-06-17,19.55
2070-06-18,18.99
2070-06-19,18.55
2070-06-20,18.02
2070-06-21,19.23
2070-06-22,19.92
2070-06-23,20.21
2070-06-24,19.91
2070-06-25,20.91
2070-06-26,21.27
2070-06-27,21.25
2070-06-28,21.29
2070-06-29,21.43
2070-06-30,20.57
2070-07-01,20.68
2070-07-02,19.45
2070-07-03,18.02
2070-07-04,18.89
2070-07-05,19.92
2070-07-06,21.76
2070-07-07,22.84
2070-07-08,22.43
2070-07-09,21.58
2070-07-10,21.43
2070-07-11,21.55
2070-07-12,23.49
2070-07-13,23.42
2070-07-14,23.31
2070-07-15,23.34
2070-07-16,23.00
2070-07-17,23.61
2070-07-18,24.09
2070-07-19,24.80
2070-07-20,25.38
2070-07-21,24.60
2070-07-22,24.91
2070-07-23,24.88
2070-07-24,24.61
2070-07-25,25.01
2070-07-26,25.11
2070-07-27,25.67
2070-07-28,25.15
2070-07-29,24.66
2070-07-30,23.35
2070-07-31,23.64
2070-08-01,24.14
2070-08-02,24.60
2070-08-03,24.68
2070-08-04,24.69
2070-08-05,25.28
2070-08-06,25.71
2070-08-07,25.76
2070-08-08,24.80
2070-08-09,24.74
2070-08-10,24.84
2070-08-11,24.86
2070-08-12,24.38
2070-08-13,23.74
2070-08-14,23.66
2070-08-15,24.38
2070-08-16,24.07
2070-08-17,23.80
2070-08-18,23.50
2070-08-19,21.94
2070-08-20,21.49
2070-08-21,21.45
2070-08-22,21.69
2070-08-23,22.30
2070-08-24,23.42
2070-08-25,22.97
2070-08-26,22.25
2070-08-27,22.09
2070-08-28,21.76
2070-08-29,23.05
2070-08-30,21.52
2070-08-31,20.52
2070-09-01,21.30
2070-09-02,20.21
2070-09-03,18.71
2070-09-04,17.69
2070-09-05,19.26
2070-09-06,19.30
2070-09-07,19.13
2070-09-08,18.68
2070-09-09,17.74
2070-09-10,18.35
2070-09-11,17.61
2070-09-12,16.10
2070-09-13,18.17
2070-09-14,18.51
2070-09-15,19.24
2070-09-16,18.57
2070-09-17,17.49
2070-09-18,16.47
2070-09-19,17.77
2070-09-20,17.35
2070-09-21,16.31
2070-09-22,16.23
2070-09-23,16.47
2070-09-24,16.06
2070-09-25,14.61
2070-09-26,13.79
2070-09-27,13.38
2070-09-28,14.00
2070-09-29,11.69
2070-09-30,11.51
2070-10-01,12.15
2070-10-02,13.26
2070-10-03,12.45
2070-10-04,12.82
2070-10-05,13.25
2070-10-06,13.01
2070-10-07,12.33
2070-10-08,11.24
2070-10-09,12.63
2070-10-10,10.65
2070-10-11,11.13
2070-10-12,11.74
2070-10-13,11.16
2070-10-14,10.90
2070-10-15,10.33
2070-10-16,11.44
2070-10-17,10.08
2070-10-18,9.72
2070-10-19,10.32
2070-10-20,12.11
2070-10-21,12.09
2070-10-22,12.76
2070-10-23,11.28
2070-10-24,10.02
2070-10-25,10.18
2070-10-26,9.05
2070-10-27,10.00
2070-10-28,10.58
2070-10-29,9.60
2070-10-30,8.60
2070-10-31,9.44
2070-11-01,8.91
2070-11-02,8.33
2070-11-03,7.47
2070-11-04,7.53
2070-11-05,6.92
2070-11-06,6.13
2070-11-07,6.28
2070-11-08,5.03
2070-11-09,4.71
2070-11-10,4.21
2070-11-11,3.72
2070-11-12,4.51
2070-11-13,4.90
2070-11-14,4.07
2070-11-15,5.83
2070-11-16,6.40
2070-11-17,6.70
2070-11-18,5.64
2070-11-19,4.88
2070-11-20,4.47
2070-11-21,4.59
2070-11-22,4.88
2070-11-23,5.16
2070-11-24,4.89
2070-11-25,4.34
2070-11-26,3.90
2070-11-27,3.03
2070-11-28,2.18
2070-11-29,1.01
2070-11-30,1.03
2070-12-01,1.14
2070-12-02,1.23
2070-12-03,0.08
2070-12-04,-0.46
2070-12-05,-0.32
2070-12-06,0.19
2070-12-07,1.13
2070-12-08,1.30
2070-12-09,0.73
2070-12-10,1.50
2070-12-11,0.34
2070-12-12,0.45
2070-12-13,0.43
2070-12-14,0.16
2070-12-15,-0.06
2070-12-16,-0.32
2070-12-17,-0.87
2070-12-18,-0.95
2070-12-19,0.19
2070-12-20,-0.67
2070-12-21,0.02
2070-12-22,-0.52
2070-12-23,-2.28
2070-12-24,-3.83
